City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket,year,month,day,day_of_week,is_weekend,quarter,aqi_lag_1,aqi_lag_7,aqi_rolling_7d,aqi_rolling_30d
Bengaluru,2019-05-16,38.93,12.36,34.47,36.97,1.23,3.69,44.94,102.0,Moderate,2019,5,16,3,0,2,96.0,106.0,102.57142857142857,115.7
Bengaluru,2019-05-17,40.64,14.27,32.51,36.02,1.19,4.17,36.64,110.0,Moderate,2019,5,17,4,0,2,102.0,120.0,101.14285714285714,115.23333333333333
Bengaluru,2019-05-18,55.14,13.73,35.15,35.89,1.19,4.54,43.17,121.0,Moderate,2019,5,18,5,1,2,110.0,105.0,103.42857142857143,115.03333333333333
Bengaluru,2019-05-19,51.35,8.15,27.75,25.63,0.97,3.86,45.7,116.0,Moderate,2019,5,19,6,1,2,121.0,101.0,105.57142857142857,115.33333333333333
Bengaluru,2019-05-20,46.82,8.15,29.22,28.8,1.06,4.83,40.95,109.0,Moderate,2019,5,20,0,0,2,116.0,106.0,106.0,114.9
Bengaluru,2019-05-21,45.3,5.1,26.31,23.99,0.88,4.25,51.87,109.0,Moderate,2019,5,21,1,0,2,109.0,88.0,109.0,115.0
Bengaluru,2019-05-22,40.4,9.12,28.98,30.39,1.11,5.69,62.73,107.0,Moderate,2019,5,22,2,0,2,109.0,96.0,110.57142857142857,115.0
Bengaluru,2019-05-23,43.26,12.96,34.61,35.36,1.04,3.95,34.01,102.0,Moderate,2019,5,23,3,0,2,107.0,102.0,110.57142857142857,114.66666666666667
Bengaluru,2019-05-24,35.93,6.87,27.67,26.04,0.89,5.29,51.84,92.0,Satisfactory,2019,5,24,4,0,2,102.0,110.0,108.0,114.13333333333334
Bengaluru,2019-05-25,26.07,6.76,25.34,25.38,0.79,5.0,54.83,82.0,Satisfactory,2019,5,25,5,1,2,92.0,121.0,102.42857142857143,112.66666666666667
Bengaluru,2019-05-26,22.5,5.26,26.04,23.18,0.69,3.85,65.11,91.0,Satisfactory,2019,5,26,6,1,2,82.0,116.0,98.85714285714286,110.9
Bengaluru,2019-05-27,25.77,8.57,32.49,30.96,0.94,4.44,60.35,92.0,Satisfactory,2019,5,27,0,0,2,91.0,109.0,96.42857142857143,108.96666666666667
Bengaluru,2019-05-28,38.91,7.84,25.31,25.24,0.92,4.07,51.83,92.0,Satisfactory,2019,5,28,1,0,2,92.0,109.0,94.0,107.33333333333333
Bengaluru,2019-05-29,28.66,5.08,24.99,22.09,0.75,4.82,82.31,112.0,Moderate,2019,5,29,2,0,2,92.0,107.0,94.71428571428571,106.4
Bengaluru,2019-05-30,35.18,5.72,22.93,22.95,0.79,3.96,64.17,98.0,Satisfactory,2019,5,30,3,0,2,112.0,102.0,94.14285714285714,105.53333333333333
Bengaluru,2019-05-31,30.29,6.44,24.81,24.68,0.82,4.09,69.14,101.0,Moderate,2019,5,31,4,0,2,98.0,92.0,95.42857142857143,105.2
Bengaluru,2019-06-01,28.95,9.57,27.09,29.63,1.04,4.4,52.56,89.0,Satisfactory,2019,6,1,5,1,2,101.0,82.0,96.42857142857143,104.73333333333333
Bengaluru,2019-06-02,44.24,5.18,18.31,19.6,0.85,4.39,45.14,100.0,Satisfactory,2019,6,2,6,1,2,89.0,91.0,97.71428571428571,104.33333333333333
Bengaluru,2019-06-03,20.3,6.5,23.54,24.12,0.9,4.71,51.34,98.0,Satisfactory,2019,6,3,0,0,2,100.0,92.0,98.57142857142857,103.6
Bengaluru,2019-06-04,27.33,9.0,24.48,30.04,0.79,4.54,40.04,69.0,Satisfactory,2019,6,4,1,0,2,98.0,92.0,95.28571428571429,101.5
Bengaluru,2019-06-05,28.4,7.78,23.56,27.22,0.75,4.73,45.01,78.0,Satisfactory,2019,6,5,2,0,2,69.0,112.0,90.42857142857143,99.73333333333333
Bengaluru,2019-06-06,25.72,7.47,27.41,27.68,1.02,4.17,46.31,78.0,Satisfactory,2019,6,6,3,0,2,78.0,98.0,87.57142857142857,98.56666666666666
Bengaluru,2019-06-07,25.02,8.64,31.44,32.77,0.92,5.38,50.51,102.0,Moderate,2019,6,7,4,0,2,78.0,101.0,87.71428571428571,99.06666666666666
Bengaluru,2019-06-08,23.54,6.54,23.49,24.49,0.81,5.1,54.31,76.0,Satisfactory,2019,6,8,5,1,2,102.0,89.0,85.85714285714286,98.06666666666666
Bengaluru,2019-06-09,16.31,5.29,17.7,20.29,0.66,4.02,50.05,66.0,Satisfactory,2019,6,9,6,1,2,76.0,100.0,81.0,96.26666666666667
Bengaluru,2019-06-10,7.85,6.28,16.77,21.21,0.62,4.44,45.0,54.0,Satisfactory,2019,6,10,0,0,2,66.0,98.0,74.71428571428571,94.56666666666666
Bengaluru,2019-06-11,11.32,5.87,16.85,20.4,0.72,4.58,36.82,50.0,Good,2019,6,11,1,0,2,54.0,69.0,72.0,92.86666666666666
Bengaluru,2019-06-12,12.8,6.7,17.93,22.31,0.61,6.09,30.56,51.0,Satisfactory,2019,6,12,2,0,2,50.0,78.0,68.14285714285714,91.03333333333333
Bengaluru,2019-06-13,16.38,7.7,17.76,23.51,0.66,7.48,25.3,50.0,Good,2019,6,13,3,0,2,51.0,78.0,64.14285714285714,89.76666666666667
Bengaluru,2019-06-14,22.11,7.85,18.09,23.77,0.64,8.44,24.42,59.0,Satisfactory,2019,6,14,4,0,2,50.0,102.0,58.0,88.53333333333333
Bengaluru,2019-06-15,23.64,9.57,20.9,24.36,0.68,8.45,24.61,69.0,Satisfactory,2019,6,15,5,1,2,59.0,76.0,57.0,87.43333333333334
Bengaluru,2019-06-16,22.01,6.47,18.54,21.24,0.62,8.99,25.18,63.0,Satisfactory,2019,6,16,6,1,2,69.0,66.0,56.57142857142857,85.86666666666666
Bengaluru,2019-06-17,25.77,8.35,21.68,25.92,0.7,8.36,30.6,61.0,Satisfactory,2019,6,17,0,0,2,63.0,54.0,57.57142857142857,83.86666666666666
Bengaluru,2019-06-18,28.82,6.09,20.1,22.94,0.7,6.23,30.67,70.0,Satisfactory,2019,6,18,1,0,2,61.0,50.0,60.42857142857143,82.33333333333333
Bengaluru,2019-06-19,25.41,7.2,20.9,23.52,0.78,4.91,29.26,74.0,Satisfactory,2019,6,19,2,0,2,70.0,51.0,63.714285714285715,81.16666666666667
Bengaluru,2019-06-20,24.36,5.24,18.74,20.57,0.65,4.96,32.97,67.0,Satisfactory,2019,6,20,3,0,2,74.0,50.0,66.14285714285714,79.76666666666667
Bengaluru,2019-06-21,25.35,5.8,20.66,22.89,0.74,5.48,38.03,64.0,Satisfactory,2019,6,21,4,0,2,67.0,59.0,66.85714285714286,78.33333333333333
Bengaluru,2019-06-22,16.58,4.93,20.04,21.76,0.69,5.06,38.81,67.0,Satisfactory,2019,6,22,5,1,2,64.0,69.0,66.57142857142857,77.16666666666667
Bengaluru,2019-06-23,14.8,4.83,20.19,21.5,0.67,4.46,37.89,66.0,Satisfactory,2019,6,23,6,1,2,67.0,63.0,67.0,76.3
Bengaluru,2019-06-24,18.54,6.3,21.39,22.49,0.71,4.33,32.56,65.0,Satisfactory,2019,6,24,0,0,2,66.0,61.0,67.57142857142857,75.73333333333333
Bengaluru,2019-06-25,30.39,6.73,23.04,26.12,0.76,4.77,30.97,65.0,Satisfactory,2019,6,25,1,0,2,65.0,70.0,66.85714285714286,74.86666666666666
Bengaluru,2019-06-26,34.69,7.53,21.39,24.94,0.76,4.15,25.3,74.0,Satisfactory,2019,6,26,2,0,2,65.0,74.0,66.85714285714286,74.26666666666667
Bengaluru,2019-06-27,26.44,7.51,21.17,24.37,0.72,4.27,28.6,72.0,Satisfactory,2019,6,27,3,0,2,74.0,67.0,67.57142857142857,73.6
Bengaluru,2019-06-28,26.98,7.01,21.09,23.98,0.68,4.78,33.5,72.0,Satisfactory,2019,6,28,4,0,2,72.0,64.0,68.71428571428571,72.26666666666667
Bengaluru,2019-06-29,25.37,6.35,24.27,27.38,0.72,4.7,37.55,79.0,Satisfactory,2019,6,29,5,1,2,72.0,67.0,70.42857142857143,71.63333333333334
Bengaluru,2019-06-30,20.16,5.14,17.51,19.15,0.63,3.91,33.55,68.0,Satisfactory,2019,6,30,6,1,2,79.0,66.0,70.71428571428571,70.53333333333333
Bengaluru,2019-07-01,26.89,6.08,18.8,21.32,0.71,4.63,35.0,65.0,Satisfactory,2019,7,1,0,0,3,68.0,65.0,70.71428571428571,69.73333333333333
Bengaluru,2019-07-02,20.79,6.09,19.94,23.04,0.73,5.37,39.44,70.0,Satisfactory,2019,7,2,1,0,3,65.0,65.0,71.42857142857143,68.73333333333333
Bengaluru,2019-07-03,18.25,5.89,18.61,21.1,0.7,4.98,33.59,64.0,Satisfactory,2019,7,3,2,0,3,70.0,74.0,70.0,67.6
Bengaluru,2019-07-04,18.92,6.44,21.98,23.35,0.79,5.09,27.13,65.0,Satisfactory,2019,7,4,3,0,3,64.0,72.0,69.0,67.46666666666667
Bengaluru,2019-07-05,20.9,6.03,19.92,23.66,0.7,5.03,25.86,63.0,Satisfactory,2019,7,5,4,0,3,65.0,72.0,67.71428571428571,66.96666666666667
Bengaluru,2019-07-06,16.65,6.2,21.47,25.96,0.76,5.32,29.0,62.0,Satisfactory,2019,7,6,5,1,3,63.0,79.0,65.28571428571429,66.43333333333334
Bengaluru,2019-07-07,19.38,5.33,18.38,21.55,0.75,5.3,32.8,69.0,Satisfactory,2019,7,7,6,1,3,62.0,68.0,65.42857142857143,65.33333333333333
Bengaluru,2019-07-08,17.24,5.42,16.23,19.26,0.76,5.8,29.35,58.0,Satisfactory,2019,7,8,0,0,3,69.0,65.0,64.42857142857143,64.73333333333333
Bengaluru,2019-07-09,19.53,5.88,16.78,20.78,0.86,5.41,25.43,64.0,Satisfactory,2019,7,9,1,0,3,58.0,70.0,63.57142857142857,64.66666666666667
Bengaluru,2019-07-10,31.67,6.02,19.9,22.32,0.78,5.79,30.18,68.0,Satisfactory,2019,7,10,2,0,3,64.0,64.0,64.14285714285714,65.13333333333334
Bengaluru,2019-07-11,23.49,6.71,24.25,24.61,0.84,7.22,31.66,86.0,Satisfactory,2019,7,11,3,0,3,68.0,65.0,67.14285714285714,66.33333333333333
Bengaluru,2019-07-12,20.95,6.06,22.71,23.18,0.79,7.87,32.12,71.0,Satisfactory,2019,7,12,4,0,3,86.0,63.0,68.28571428571429,67.0
Bengaluru,2019-07-13,20.39,5.27,21.27,22.77,0.75,6.01,32.55,62.0,Satisfactory,2019,7,13,5,1,3,71.0,62.0,68.28571428571429,67.4
Bengaluru,2019-07-14,19.18,5.39,20.0,20.69,0.74,6.77,31.64,63.0,Satisfactory,2019,7,14,6,1,3,62.0,69.0,67.42857142857143,67.53333333333333
Bengaluru,2019-07-15,17.84,6.14,21.24,21.59,0.8,5.93,32.19,65.0,Satisfactory,2019,7,15,0,0,3,63.0,58.0,68.42857142857143,67.4
Bengaluru,2019-07-16,24.91,6.8,21.88,22.16,0.8,4.12,25.04,65.0,Satisfactory,2019,7,16,1,0,3,65.0,64.0,68.57142857142857,67.46666666666667
Bengaluru,2019-07-17,26.83,9.37,24.84,26.64,0.82,3.9,25.39,69.0,Satisfactory,2019,7,17,2,0,3,65.0,68.0,68.71428571428571,67.73333333333333
Bengaluru,2019-07-18,30.97,9.88,27.45,28.31,0.85,4.16,23.45,73.0,Satisfactory,2019,7,18,3,0,3,69.0,86.0,66.85714285714286,67.83333333333333
Bengaluru,2019-07-19,18.98,6.92,22.61,22.72,0.67,4.42,22.89,66.0,Satisfactory,2019,7,19,4,0,3,73.0,71.0,66.14285714285714,67.56666666666666
Bengaluru,2019-07-20,15.96,5.09,21.56,21.45,0.63,7.4,25.53,48.0,Good,2019,7,20,5,1,3,66.0,62.0,64.14285714285714,66.93333333333334
Bengaluru,2019-07-21,19.24,6.43,23.64,25.39,0.67,7.96,25.98,64.0,Satisfactory,2019,7,21,6,1,3,48.0,63.0,64.28571428571429,66.93333333333334
Bengaluru,2019-07-22,15.91,6.7,24.64,26.02,0.69,6.1,27.44,57.0,Satisfactory,2019,7,22,0,0,3,64.0,65.0,63.142857142857146,66.6
Bengaluru,2019-07-23,19.14,6.94,23.99,25.31,0.75,3.98,24.3,56.0,Satisfactory,2019,7,23,1,0,3,57.0,65.0,61.857142857142854,66.26666666666667
Bengaluru,2019-07-24,20.89,6.44,23.42,24.67,0.67,3.69,25.88,60.0,Satisfactory,2019,7,24,2,0,3,56.0,69.0,60.57142857142857,66.1
Bengaluru,2019-07-25,20.67,7.12,23.58,24.76,0.77,3.63,23.94,64.0,Satisfactory,2019,7,25,3,0,3,60.0,73.0,59.285714285714285,66.06666666666666
Bengaluru,2019-07-26,20.33,6.92,23.49,24.97,0.73,4.09,21.84,62.0,Satisfactory,2019,7,26,4,0,3,64.0,66.0,58.714285714285715,65.66666666666667
Bengaluru,2019-07-27,23.21,5.66,20.93,19.66,0.64,3.87,24.81,55.0,Satisfactory,2019,7,27,5,1,3,62.0,48.0,59.714285714285715,65.1
Bengaluru,2019-07-28,23.3,7.2,21.15,22.03,0.71,5.9,25.68,62.0,Satisfactory,2019,7,28,6,1,3,55.0,64.0,59.42857142857143,64.76666666666667
Bengaluru,2019-07-29,18.61,5.18,19.89,21.39,0.68,3.82,25.3,64.0,Satisfactory,2019,7,29,0,0,3,62.0,57.0,60.42857142857143,64.26666666666667
Bengaluru,2019-07-30,23.14,5.84,21.54,24.17,0.72,3.95,23.02,58.0,Satisfactory,2019,7,30,1,0,3,64.0,56.0,60.714285714285715,63.93333333333333
Bengaluru,2019-07-31,26.99,5.7,21.64,21.49,0.66,3.58,23.67,58.0,Satisfactory,2019,7,31,2,0,3,58.0,60.0,60.42857142857143,63.7
Bengaluru,2019-08-01,19.87,5.12,19.76,18.94,0.69,3.68,23.76,61.0,Satisfactory,2019,8,1,3,0,3,58.0,64.0,60.0,63.4
Bengaluru,2019-08-02,18.45,6.62,22.04,23.57,0.75,4.34,21.7,59.0,Satisfactory,2019,8,2,4,0,3,61.0,62.0,59.57142857142857,63.233333333333334
Bengaluru,2019-08-03,18.13,6.99,19.08,20.69,0.65,4.05,25.31,56.0,Satisfactory,2019,8,3,5,1,3,59.0,55.0,59.714285714285715,62.93333333333333
Bengaluru,2019-08-04,16.26,9.14,17.21,20.51,0.69,4.08,23.02,60.0,Satisfactory,2019,8,4,6,1,3,56.0,62.0,59.42857142857143,62.833333333333336
Bengaluru,2019-08-05,15.08,9.97,18.83,22.65,0.65,4.26,17.14,53.0,Satisfactory,2019,8,5,0,0,3,60.0,64.0,57.857142857142854,62.53333333333333
Bengaluru,2019-08-06,14.76,10.3,20.9,24.66,0.71,4.38,18.42,48.0,Good,2019,8,6,1,0,3,53.0,58.0,56.42857142857143,61.833333333333336
Bengaluru,2019-08-07,14.94,10.1,20.29,25.36,0.78,4.52,14.32,57.0,Satisfactory,2019,8,7,2,0,3,48.0,58.0,56.285714285714285,61.8
Bengaluru,2019-08-08,14.31,9.42,19.56,22.47,0.67,4.1,14.25,53.0,Satisfactory,2019,8,8,3,0,3,57.0,61.0,55.142857142857146,61.43333333333333
Bengaluru,2019-08-09,15.53,9.06,21.17,23.29,0.71,3.44,17.32,55.0,Satisfactory,2019,8,9,4,0,3,53.0,59.0,54.57142857142857,61.0
Bengaluru,2019-08-10,13.63,8.61,22.07,24.99,0.72,3.53,18.47,49.0,Good,2019,8,10,5,1,3,55.0,56.0,53.57142857142857,59.766666666666666
Bengaluru,2019-08-11,12.95,8.35,19.08,21.33,0.61,3.57,17.76,50.0,Good,2019,8,11,6,1,3,49.0,60.0,52.142857142857146,59.06666666666667
Bengaluru,2019-08-12,18.62,12.49,21.34,26.78,0.78,4.06,17.11,52.0,Satisfactory,2019,8,12,0,0,3,50.0,53.0,52.0,58.733333333333334
Bengaluru,2019-08-13,22.1,12.63,24.49,28.97,0.93,4.13,18.88,68.0,Satisfactory,2019,8,13,1,0,3,52.0,48.0,54.857142857142854,58.9
Bengaluru,2019-08-14,26.64,10.13,22.95,25.42,0.81,3.5,22.74,70.0,Satisfactory,2019,8,14,2,0,3,68.0,57.0,56.714285714285715,59.06666666666667
Bengaluru,2019-08-15,15.63,8.64,20.93,21.81,0.69,2.97,22.46,59.0,Satisfactory,2019,8,15,3,0,3,70.0,53.0,57.57142857142857,58.86666666666667
Bengaluru,2019-08-16,18.63,8.64,20.7,24.55,0.76,3.49,16.92,51.0,Satisfactory,2019,8,16,4,0,3,59.0,55.0,57.0,58.266666666666666
Bengaluru,2019-08-17,20.79,10.77,24.71,28.58,0.9,3.7,16.32,61.0,Satisfactory,2019,8,17,5,1,3,51.0,49.0,58.714285714285715,57.86666666666667
Bengaluru,2019-08-18,23.25,12.4,26.34,29.87,0.85,3.66,14.77,67.0,Satisfactory,2019,8,18,6,1,3,61.0,50.0,61.142857142857146,57.9
Bengaluru,2019-08-19,20.73,12.5,27.88,31.49,0.88,3.85,17.67,65.0,Satisfactory,2019,8,19,0,0,3,67.0,52.0,63.0,58.46666666666667
Bengaluru,2019-08-20,18.28,9.79,24.0,28.57,0.98,3.8,15.63,74.0,Satisfactory,2019,8,20,1,0,3,65.0,68.0,63.857142857142854,58.8
Bengaluru,2019-08-21,17.04,12.94,20.38,27.03,1.06,4.86,17.45,73.0,Satisfactory,2019,8,21,2,0,3,74.0,70.0,64.28571428571429,59.333333333333336
Bengaluru,2019-08-22,17.3,9.03,18.74,23.82,0.83,4.84,16.68,68.0,Satisfactory,2019,8,22,3,0,3,73.0,59.0,65.57142857142857,59.733333333333334
Bengaluru,2019-08-23,15.08,7.84,18.23,22.24,0.85,4.64,18.5,65.0,Satisfactory,2019,8,23,4,0,3,68.0,51.0,67.57142857142857,59.9
Bengaluru,2019-08-24,15.29,8.07,19.16,23.84,0.77,4.8,18.52,57.0,Satisfactory,2019,8,24,5,1,3,65.0,61.0,67.0,59.666666666666664
Bengaluru,2019-08-25,14.98,5.28,15.48,18.18,0.58,5.48,20.37,68.0,Satisfactory,2019,8,25,6,1,3,57.0,67.0,67.14285714285714,59.86666666666667
Bengaluru,2019-08-26,14.14,5.95,17.29,19.29,0.72,5.42,22.91,63.0,Satisfactory,2019,8,26,0,0,3,68.0,65.0,66.85714285714286,60.13333333333333
Bengaluru,2019-08-27,11.42,7.18,19.78,23.79,0.71,7.1,23.6,61.0,Satisfactory,2019,8,27,1,0,3,63.0,74.0,65.0,60.1
Bengaluru,2019-08-28,15.3,6.49,21.27,22.89,0.63,5.11,22.94,52.0,Satisfactory,2019,8,28,2,0,3,61.0,73.0,62.0,59.7
Bengaluru,2019-08-29,17.22,5.15,18.4,19.69,0.64,5.43,22.19,49.0,Good,2019,8,29,3,0,3,52.0,68.0,59.285714285714285,59.4
Bengaluru,2019-08-30,15.01,5.76,17.69,19.78,0.71,5.01,22.84,53.0,Satisfactory,2019,8,30,4,0,3,49.0,65.0,57.57142857142857,59.233333333333334
Bengaluru,2019-08-31,20.82,7.24,19.48,22.6,0.79,4.89,21.78,63.0,Satisfactory,2019,8,31,5,1,3,53.0,57.0,58.42857142857143,59.3
Bengaluru,2019-09-01,17.64,5.73,15.11,17.09,0.67,5.24,21.03,61.0,Satisfactory,2019,9,1,6,1,3,63.0,68.0,57.42857142857143,59.36666666666667
Bengaluru,2019-09-02,10.98,3.7,12.39,12.58,0.64,5.3,21.01,48.0,Good,2019,9,2,0,0,3,61.0,63.0,55.285714285714285,59.1
Bengaluru,2019-09-03,11.18,6.38,15.56,17.74,0.73,5.21,20.36,51.0,Satisfactory,2019,9,3,1,0,3,48.0,61.0,53.857142857142854,58.8
Bengaluru,2019-09-04,13.01,7.04,16.9,19.57,0.72,5.33,19.94,51.0,Satisfactory,2019,9,4,2,0,3,51.0,52.0,53.714285714285715,58.733333333333334
Bengaluru,2019-09-05,13.84,7.56,16.5,20.44,0.79,5.18,18.43,56.0,Satisfactory,2019,9,5,3,0,3,51.0,49.0,54.714285714285715,59.0
Bengaluru,2019-09-06,15.34,8.05,16.14,20.57,0.88,5.36,17.88,64.0,Satisfactory,2019,9,6,4,0,3,56.0,53.0,56.285714285714285,59.233333333333334
Bengaluru,2019-09-07,20.16,7.3,15.83,18.87,0.79,6.09,16.27,63.0,Satisfactory,2019,9,7,5,1,3,64.0,63.0,56.285714285714285,59.56666666666667
Bengaluru,2019-09-08,12.63,6.0,12.36,15.67,0.79,6.15,17.38,62.0,Satisfactory,2019,9,8,6,1,3,63.0,61.0,56.42857142857143,59.8
Bengaluru,2019-09-09,15.92,6.98,13.9,17.26,0.78,5.78,18.74,63.0,Satisfactory,2019,9,9,0,0,3,62.0,48.0,58.57142857142857,60.266666666666666
Bengaluru,2019-09-10,20.67,5.4,12.3,13.55,0.73,5.49,22.64,67.0,Satisfactory,2019,9,10,1,0,3,63.0,51.0,60.857142857142854,60.833333333333336
Bengaluru,2019-09-11,19.51,6.57,14.46,16.19,0.72,5.11,23.25,62.0,Satisfactory,2019,9,11,2,0,3,67.0,51.0,62.42857142857143,61.166666666666664
Bengaluru,2019-09-12,20.53,9.86,24.3,25.64,0.8,5.18,24.32,68.0,Satisfactory,2019,9,12,3,0,3,62.0,56.0,64.14285714285714,61.166666666666664
Bengaluru,2019-09-13,21.84,10.46,23.38,24.74,0.86,4.94,25.03,67.0,Satisfactory,2019,9,13,4,0,3,68.0,64.0,64.57142857142857,61.06666666666667
Bengaluru,2019-09-14,22.29,6.61,21.87,20.68,0.76,5.58,27.33,70.0,Satisfactory,2019,9,14,5,1,3,67.0,63.0,65.57142857142857,61.43333333333333
Bengaluru,2019-09-15,21.74,7.52,19.46,18.78,0.78,5.31,27.56,69.0,Satisfactory,2019,9,15,6,1,3,70.0,62.0,66.57142857142857,62.03333333333333
Bengaluru,2019-09-16,48.41,8.0,19.11,20.07,0.82,5.11,25.41,67.0,Satisfactory,2019,9,16,0,0,3,69.0,63.0,67.14285714285714,62.233333333333334
Bengaluru,2019-09-17,68.71,8.98,22.09,23.99,1.0,4.84,23.88,120.0,Moderate,2019,9,17,1,0,3,67.0,67.0,74.71428571428571,64.0
Bengaluru,2019-09-18,22.83,6.7,22.04,23.16,0.95,4.32,26.44,92.0,Satisfactory,2019,9,18,2,0,3,120.0,62.0,79.0,64.9
Bengaluru,2019-09-19,23.96,6.04,20.04,21.91,0.85,4.64,31.73,82.0,Satisfactory,2019,9,19,3,0,3,92.0,68.0,81.0,65.16666666666667
Bengaluru,2019-09-20,19.12,11.37,23.82,26.19,0.82,4.81,30.27,67.0,Satisfactory,2019,9,20,4,0,3,82.0,67.0,81.0,64.96666666666667
Bengaluru,2019-09-21,22.92,7.27,24.96,27.2,0.92,5.07,31.65,74.0,Satisfactory,2019,9,21,5,1,3,67.0,70.0,81.57142857142857,65.16666666666667
Bengaluru,2019-09-22,19.15,14.84,27.97,37.17,1.01,4.92,31.13,81.0,Satisfactory,2019,9,22,6,1,3,74.0,69.0,83.28571428571429,65.7
Bengaluru,2019-09-23,24.78,17.22,38.91,48.69,1.2,5.99,34.28,91.0,Satisfactory,2019,9,23,0,0,3,81.0,67.0,86.71428571428571,66.83333333333333
Bengaluru,2019-09-24,17.68,11.88,33.19,36.56,1.15,5.91,43.22,100.0,Satisfactory,2019,9,24,1,0,3,91.0,120.0,83.85714285714286,67.9
Bengaluru,2019-09-25,13.45,7.39,24.87,26.46,0.85,4.98,34.55,81.0,Satisfactory,2019,9,25,2,0,3,100.0,92.0,82.28571428571429,68.5
Bengaluru,2019-09-26,16.59,10.63,20.76,26.68,0.83,4.63,30.31,64.0,Satisfactory,2019,9,26,3,0,3,81.0,82.0,79.71428571428571,68.6
Bengaluru,2019-09-27,32.55,10.14,28.02,32.03,1.04,4.97,33.78,83.0,Satisfactory,2019,9,27,4,0,3,64.0,67.0,82.0,69.63333333333334
Bengaluru,2019-09-28,26.32,7.34,26.64,27.62,0.98,4.69,42.02,99.0,Satisfactory,2019,9,28,5,1,3,83.0,74.0,85.57142857142857,71.3
Bengaluru,2019-09-29,38.4,4.7,22.87,21.74,0.79,5.51,41.53,93.0,Satisfactory,2019,9,29,6,1,3,99.0,81.0,87.28571428571429,72.63333333333334
Bengaluru,2019-09-30,23.22,5.23,19.29,17.87,0.81,5.24,34.56,73.0,Satisfactory,2019,9,30,0,0,3,93.0,91.0,84.71428571428571,72.96666666666667
Bengaluru,2019-10-01,34.28,11.17,25.88,29.12,1.01,4.56,38.57,88.0,Satisfactory,2019,10,1,1,0,4,73.0,100.0,83.0,73.86666666666666
Bengaluru,2019-10-02,17.34,13.18,32.46,35.39,0.94,6.01,40.57,92.0,Satisfactory,2019,10,2,2,0,4,88.0,81.0,84.57142857142857,75.33333333333333
Bengaluru,2019-10-03,26.79,12.09,35.24,37.85,1.01,5.33,50.22,95.0,Satisfactory,2019,10,3,3,0,4,92.0,64.0,89.0,76.8
Bengaluru,2019-10-04,41.28,18.78,41.03,51.72,1.1,4.35,49.07,104.0,Moderate,2019,10,4,4,0,4,95.0,83.0,92.0,78.56666666666666
Bengaluru,2019-10-05,32.73,18.64,46.1,52.79,1.13,4.22,31.39,107.0,Moderate,2019,10,5,5,1,4,104.0,99.0,93.14285714285714,80.26666666666667
Bengaluru,2019-10-06,27.15,14.73,33.96,36.15,0.92,3.39,37.5,85.0,Satisfactory,2019,10,6,6,1,4,107.0,93.0,92.0,80.96666666666667
Bengaluru,2019-10-07,35.57,26.1,37.6,46.86,1.14,4.19,34.78,88.0,Satisfactory,2019,10,7,0,0,4,85.0,73.0,94.14285714285714,81.8
Bengaluru,2019-10-08,24.46,8.65,28.28,26.66,0.71,3.39,46.65,92.0,Satisfactory,2019,10,8,1,0,4,88.0,88.0,94.71428571428571,82.8
Bengaluru,2019-10-09,31.67,31.34,39.99,53.18,0.95,4.97,40.67,89.0,Satisfactory,2019,10,9,2,0,4,92.0,92.0,94.28571428571429,83.66666666666667
Bengaluru,2019-10-10,73.77,12.43,36.15,37.94,0.87,4.81,34.15,146.0,Moderate,2019,10,10,3,0,4,89.0,95.0,101.57142857142857,86.3
Bengaluru,2019-10-11,45.16,12.32,37.89,39.71,0.83,3.94,34.94,95.0,Satisfactory,2019,10,11,4,0,4,146.0,104.0,100.28571428571429,87.4
Bengaluru,2019-10-12,38.44,10.61,30.58,32.46,0.83,4.47,29.02,90.0,Satisfactory,2019,10,12,5,1,4,95.0,107.0,97.85714285714286,88.13333333333334
Bengaluru,2019-10-13,20.84,11.38,23.0,26.36,0.79,4.48,22.31,72.0,Satisfactory,2019,10,13,6,1,4,90.0,85.0,96.0,88.3
Bengaluru,2019-10-14,22.61,16.56,26.95,35.28,0.85,4.18,20.5,73.0,Satisfactory,2019,10,14,0,0,4,72.0,88.0,93.85714285714286,88.4
Bengaluru,2019-10-15,24.94,16.25,28.5,34.84,0.83,4.42,23.94,79.0,Satisfactory,2019,10,15,1,0,4,73.0,92.0,92.0,88.73333333333333
Bengaluru,2019-10-16,21.73,15.17,28.28,33.44,0.72,3.85,25.81,71.0,Satisfactory,2019,10,16,2,0,4,79.0,89.0,89.42857142857143,88.86666666666666
Bengaluru,2019-10-17,19.3,17.76,27.52,35.63,0.85,3.74,20.66,75.0,Satisfactory,2019,10,17,3,0,4,71.0,146.0,79.28571428571429,87.36666666666666
Bengaluru,2019-10-18,25.83,11.2,24.42,26.37,0.71,4.83,24.17,69.0,Satisfactory,2019,10,18,4,0,4,75.0,95.0,75.57142857142857,86.6
Bengaluru,2019-10-19,19.25,9.17,23.99,27.14,0.72,4.63,20.61,71.0,Satisfactory,2019,10,19,5,1,4,69.0,90.0,72.85714285714286,86.23333333333333
Bengaluru,2019-10-20,17.2,6.82,23.31,23.16,0.52,5.72,26.13,56.0,Satisfactory,2019,10,20,6,1,4,71.0,72.0,70.57142857142857,85.86666666666666
