City,Date,PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
Bengaluru,2015-12-15,39.67,5.93,22.28,13.92,1.44,2.72,1.83,83.0,Satisfactory
Bengaluru,2015-12-16,50.47,4.71,37.1,20.85,1.93,3.65,6.68,92.0,Satisfactory
Bengaluru,2015-12-17,41.04,10.15,40.72,26.28,1.55,5.21,17.03,95.0,Satisfactory
Bengaluru,2015-12-18,56.62,24.29,57.36,45.46,2.67,6.99,17.28,103.0,Moderate
Bengaluru,2015-12-19,42.57,20.49,49.4,39.15,2.08,5.34,17.37,105.0,Moderate
Bengaluru,2015-12-20,60.44,17.24,43.97,33.82,1.44,5.29,20.05,97.0,Satisfactory
Bengaluru,2015-12-21,48.4,18.51,53.53,39.72,1.18,5.5,21.95,102.0,Moderate
Bengaluru,2015-12-22,49.54,22.95,65.66,49.45,1.32,5.61,20.0,104.0,Moderate
Bengaluru,2015-12-23,49.42,20.35,55.38,42.2,1.62,5.47,24.06,96.0,Satisfactory
Bengaluru,2015-12-24,61.58,20.86,56.16,42.26,1.29,5.38,36.04,114.0,Moderate
Bengaluru,2015-12-25,68.48,17.96,51.22,37.33,1.25,5.66,40.78,110.0,Moderate
Bengaluru,2015-12-26,57.15,15.88,42.79,31.61,1.2,5.44,41.39,109.0,Moderate
Bengaluru,2015-12-27,76.35,16.45,42.69,31.61,1.54,5.71,59.62,115.0,Moderate
Bengaluru,2015-12-28,85.66,22.68,56.3,42.44,1.77,6.01,59.5,149.0,Moderate
Bengaluru,2015-12-29,49.06,20.76,54.12,40.51,1.58,6.39,31.55,122.0,Moderate
Bengaluru,2015-12-30,48.16,22.45,59.75,44.59,0.85,6.94,31.0,91.0,Satisfactory
Bengaluru,2015-12-31,71.06,20.87,61.97,44.85,1.49,7.22,36.94,131.0,Moderate
Bengaluru,2016-01-01,56.4,13.8,51.73,34.31,0.69,7.44,55.96,101.0,Moderate
Bengaluru,2016-01-02,53.69,26.49,73.09,54.77,0.76,8.67,34.06,92.0,Satisfactory
Bengaluru,2016-01-03,62.35,24.56,77.77,55.6,0.96,9.1,47.62,108.0,Moderate
Bengaluru,2016-01-04,64.96,18.56,77.07,50.81,0.89,8.87,50.62,109.0,Moderate
Bengaluru,2016-01-05,70.15,23.56,79.43,56.05,0.85,9.41,36.94,114.0,Moderate
Bengaluru,2016-01-06,68.22,29.68,68.5,55.38,0.93,14.23,45.98,121.0,Moderate
Bengaluru,2016-01-07,68.74,42.37,53.25,58.6,0.79,23.65,23.19,116.0,Moderate
Bengaluru,2016-01-08,67.9,46.57,51.09,60.65,0.66,14.17,8.59,117.0,Moderate
Bengaluru,2016-01-09,79.8,57.18,64.04,86.73,0.79,14.65,10.66,143.0,Moderate
Bengaluru,2016-01-10,76.18,38.5,46.46,52.1,0.8,15.02,14.39,168.0,Moderate
Bengaluru,2016-01-11,61.48,23.76,39.43,62.48,0.78,11.53,19.51,122.0,Moderate
Bengaluru,2016-01-12,73.5,9.37,39.55,27.55,1.3,4.65,21.45,122.0,Moderate
Bengaluru,2016-01-13,70.78,11.43,55.91,37.72,1.02,10.59,24.48,146.0,Moderate
Bengaluru,2016-01-14,75.01,16.92,70.58,49.75,0.84,13.99,22.94,152.0,Moderate
Bengaluru,2016-01-15,42.84,11.69,50.76,34.73,0.78,17.8,25.71,119.0,Moderate
Bengaluru,2016-01-16,77.23,35.73,83.2,94.37,1.02,15.22,22.72,130.0,Moderate
Bengaluru,2016-01-17,68.98,86.51,110.24,147.06,0.78,14.5,17.73,253.0,Poor
Bengaluru,2016-01-18,73.89,95.19,77.38,110.35,0.97,18.94,20.92,219.0,Poor
Bengaluru,2016-01-19,75.45,44.25,72.62,71.08,0.98,24.0,23.09,146.0,Moderate
Bengaluru,2016-01-20,78.07,43.53,45.06,55.6,0.97,24.02,17.64,170.0,Moderate
Bengaluru,2016-01-21,53.45,44.68,34.63,50.76,0.93,18.54,20.57,117.0,Moderate
Bengaluru,2016-01-22,63.58,48.29,41.69,57.18,1.15,13.94,22.0,113.0,Moderate
Bengaluru,2016-01-23,57.91,33.73,29.72,40.25,1.08,11.77,11.02,146.0,Moderate
Bengaluru,2016-01-24,41.36,24.11,35.97,35.05,0.99,5.66,15.4,102.0,Moderate
Bengaluru,2016-01-25,51.7,15.35,51.13,35.03,1.23,7.78,18.12,98.0,Satisfactory
Bengaluru,2016-01-26,54.34,7.72,45.69,28.2,1.04,8.68,26.95,104.0,Moderate
Bengaluru,2016-01-27,54.33,14.67,41.42,32.76,1.05,8.73,17.6,91.0,Satisfactory
Bengaluru,2016-01-28,84.84,20.32,36.42,34.42,1.16,2.96,17.21,118.0,Moderate
Bengaluru,2016-01-29,87.02,7.3,36.39,23.82,1.12,3.02,26.32,175.0,Moderate
Bengaluru,2016-01-30,71.42,8.62,37.09,25.13,1.21,4.28,23.31,149.0,Moderate
Bengaluru,2016-01-31,119.16,15.82,48.59,36.49,1.32,6.07,23.3,183.0,Moderate
Bengaluru,2016-02-01,84.45,15.81,55.88,40.35,1.85,6.34,17.17,184.0,Moderate
Bengaluru,2016-02-02,76.8,17.4,55.92,41.2,1.39,5.9,15.86,156.0,Moderate
Bengaluru,2016-02-03,75.57,13.74,62.78,41.28,1.9,5.54,25.77,153.0,Moderate
Bengaluru,2016-02-04,74.6,10.79,49.76,32.57,1.6,5.13,28.21,141.0,Moderate
Bengaluru,2016-02-05,72.11,9.3,49.34,31.63,1.37,4.07,31.13,139.0,Moderate
Bengaluru,2016-02-06,63.42,5.2,45.84,25.16,1.81,3.74,32.4,154.0,Moderate
Bengaluru,2016-02-07,82.78,4.31,84.52,35.82,3.28,2.76,37.66,199.0,Moderate
Bengaluru,2016-02-08,75.98,3.23,46.99,21.56,1.59,3.49,31.18,182.0,Moderate
Bengaluru,2016-02-09,85.33,6.7,59.41,30.85,2.19,9.71,35.63,175.0,Moderate
Bengaluru,2016-02-10,84.32,5.88,46.66,26.54,2.2,14.25,49.77,191.0,Moderate
Bengaluru,2016-02-11,91.95,5.85,45.44,25.01,2.06,23.66,58.94,203.0,Poor
Bengaluru,2016-02-12,83.66,6.15,49.77,26.13,1.7,5.25,67.3,154.0,Moderate
Bengaluru,2016-02-13,85.96,8.34,56.54,33.17,1.69,4.73,63.27,160.0,Moderate
Bengaluru,2016-02-14,62.08,20.4,43.41,39.5,1.46,3.14,57.1,136.0,Moderate
Bengaluru,2016-02-15,56.57,10.84,35.08,33.68,1.73,4.27,37.83,107.0,Moderate
Bengaluru,2016-02-16,42.58,9.51,23.5,19.24,1.51,3.45,31.32,88.0,Satisfactory
Bengaluru,2016-02-17,49.6,9.96,24.34,19.72,1.66,4.46,25.02,105.0,Moderate
Bengaluru,2016-02-18,54.56,10.56,19.86,17.74,1.51,4.12,29.33,111.0,Moderate
Bengaluru,2016-02-19,44.26,10.47,26.16,20.93,1.51,3.9,42.53,117.0,Moderate
Bengaluru,2016-02-20,53.12,9.46,30.94,22.89,1.47,3.2,36.37,113.0,Moderate
Bengaluru,2016-02-21,57.32,10.18,34.98,25.44,1.45,2.88,49.63,115.0,Moderate
Bengaluru,2016-02-22,90.07,7.72,32.23,22.31,1.57,3.26,38.32,145.0,Moderate
Bengaluru,2016-02-23,134.69,4.88,32.14,20.48,1.12,2.99,42.23,177.0,Moderate
Bengaluru,2016-02-24,110.05,11.92,38.67,25.42,0.94,4.85,59.43,198.0,Moderate
Bengaluru,2016-02-25,66.98,9.08,37.3,25.34,0.73,6.91,64.9,165.0,Moderate
Bengaluru,2016-02-26,51.96,10.53,28.51,22.43,0.94,5.29,37.26,124.0,Moderate
Bengaluru,2016-02-27,36.28,12.77,41.88,27.18,0.81,3.09,30.33,88.0,Satisfactory
Bengaluru,2016-02-28,35.63,12.59,47.36,24.09,0.79,3.52,29.08,88.0,Satisfactory
Bengaluru,2016-02-29,41.64,11.73,30.64,23.56,1.01,3.16,39.28,105.0,Moderate
Bengaluru,2016-03-01,39.21,42.33,42.55,51.48,0.84,3.5,37.68,118.0,Moderate
Bengaluru,2016-03-02,42.17,19.36,33.44,29.43,0.56,2.24,31.99,132.0,Moderate
Bengaluru,2016-03-03,54.91,6.3,31.09,18.25,0.58,1.91,49.42,121.0,Moderate
Bengaluru,2016-03-04,54.04,9.52,38.09,25.03,0.62,2.45,42.21,136.0,Moderate
Bengaluru,2016-03-05,55.72,5.47,31.96,18.66,1.68,2.36,38.54,153.0,Moderate
Bengaluru,2016-03-06,45.98,3.63,22.73,12.1,0.77,2.12,49.65,135.0,Moderate
Bengaluru,2016-03-07,43.69,4.16,24.23,13.82,0.58,2.05,45.07,111.0,Moderate
Bengaluru,2016-03-08,44.74,10.23,41.83,24.9,1.41,2.82,49.67,135.0,Moderate
Bengaluru,2016-03-09,51.06,10.44,47.14,30.04,0.97,4.02,38.62,123.0,Moderate
Bengaluru,2016-03-10,53.1,13.13,43.2,34.09,1.51,3.14,35.52,146.0,Moderate
Bengaluru,2016-03-11,60.7,13.82,36.11,33.16,1.03,3.61,40.0,155.0,Moderate
Bengaluru,2016-03-12,59.53,7.19,26.64,19.89,0.86,3.0,58.17,144.0,Moderate
Bengaluru,2016-03-13,64.29,5.68,21.86,14.6,0.57,2.75,68.09,149.0,Moderate
Bengaluru,2016-03-14,67.65,6.95,33.09,20.19,0.79,2.95,77.42,158.0,Moderate
Bengaluru,2016-03-15,68.48,15.88,36.46,25.68,1.28,2.93,47.78,175.0,Moderate
Bengaluru,2016-03-16,76.33,11.08,39.12,26.5,1.19,2.85,98.66,139.0,Moderate
Bengaluru,2016-03-17,72.22,11.89,25.76,18.7,0.89,3.24,39.82,145.0,Moderate
Bengaluru,2016-03-18,60.58,7.91,18.32,15.69,0.96,2.89,35.81,151.0,Moderate
Bengaluru,2016-03-19,98.29,10.49,32.29,24.48,1.22,2.53,33.32,158.0,Moderate
Bengaluru,2016-03-20,239.54,3.12,14.6,9.98,1.2,1.57,30.46,253.0,Poor
Bengaluru,2016-03-21,121.43,8.95,59.53,35.01,0.91,2.47,56.77,264.0,Poor
Bengaluru,2016-03-22,66.36,9.51,62.46,37.08,0.98,3.93,43.14,155.0,Moderate
Bengaluru,2016-03-23,29.73,10.09,46.26,35.81,0.52,2.38,49.68,137.0,Moderate
Bengaluru,2016-03-24,34.49,7.52,34.43,22.68,0.92,3.92,46.87,119.0,Moderate
Bengaluru,2016-03-25,32.59,4.59,28.33,14.13,0.9,3.22,55.02,137.0,Moderate
Bengaluru,2016-03-26,56.05,6.3,29.32,19.1,2.11,5.56,57.03,149.0,Moderate
Bengaluru,2016-03-27,63.5,4.97,30.19,18.63,0.82,5.39,89.88,156.0,Moderate
Bengaluru,2016-03-28,57.92,6.37,35.15,22.21,0.86,6.06,48.81,123.0,Moderate
Bengaluru,2016-03-29,48.28,5.17,23.54,15.33,0.87,3.42,40.43,118.0,Moderate
Bengaluru,2016-03-30,42.65,5.45,25.51,16.91,0.86,4.7,35.06,107.0,Moderate
Bengaluru,2016-03-31,50.78,5.35,32.46,21.42,0.82,3.72,44.42,111.0,Moderate
Bengaluru,2016-04-01,49.33,7.72,35.55,24.09,0.87,4.51,38.74,106.0,Moderate
Bengaluru,2016-04-02,51.78,10.62,36.29,25.48,0.62,2.51,34.73,112.0,Moderate
Bengaluru,2016-04-03,53.54,8.11,26.49,18.69,1.0,2.97,34.38,110.0,Moderate
Bengaluru,2016-04-04,54.8,12.49,39.97,28.58,0.85,4.65,26.66,114.0,Moderate
Bengaluru,2016-04-05,49.84,19.66,50.15,45.68,1.11,4.27,29.98,118.0,Moderate
Bengaluru,2016-04-06,63.16,7.65,52.29,24.61,1.18,3.67,43.57,154.0,Moderate
Bengaluru,2016-04-07,46.24,3.14,17.79,10.68,1.19,3.17,67.46,179.0,Moderate
Bengaluru,2016-04-08,34.18,3.97,17.37,11.52,1.03,2.2,58.76,102.0,Moderate
Bengaluru,2016-04-09,33.01,27.61,38.54,32.63,1.13,3.61,53.57,170.0,Moderate
Bengaluru,2016-04-10,31.3,4.2,19.45,13.01,1.03,2.75,62.4,112.0,Moderate
Bengaluru,2016-04-11,31.68,4.37,19.05,12.52,1.86,2.87,58.82,138.0,Moderate
Bengaluru,2016-04-12,36.98,3.86,14.71,9.61,1.25,3.1,74.34,121.0,Moderate
Bengaluru,2016-04-13,36.88,16.58,30.43,26.02,0.81,5.44,60.73,118.0,Moderate
Bengaluru,2016-04-14,35.46,9.73,31.64,23.58,1.08,3.19,109.97,171.0,Moderate
Bengaluru,2016-04-15,35.31,6.29,18.99,14.15,1.07,3.9,76.46,156.0,Moderate
Bengaluru,2016-04-16,34.85,4.84,10.08,8.09,1.02,3.06,67.25,140.0,Moderate
Bengaluru,2016-04-17,36.9,3.37,9.89,7.11,0.78,2.36,77.75,114.0,Moderate
Bengaluru,2016-04-18,38.81,5.65,16.09,11.74,1.37,2.74,49.33,138.0,Moderate
Bengaluru,2016-04-19,34.65,4.35,12.86,9.5,1.87,2.71,50.77,137.0,Moderate
Bengaluru,2016-04-20,31.89,4.69,19.53,10.82,1.65,3.82,62.54,134.0,Moderate
Bengaluru,2016-04-21,33.61,5.82,13.97,11.33,0.64,6.92,65.97,119.0,Moderate
Bengaluru,2016-04-22,34.83,6.28,10.21,9.96,0.94,4.09,48.47,98.0,Satisfactory
Bengaluru,2016-04-23,39.01,9.13,19.84,18.09,0.98,3.9,49.78,107.0,Moderate
Bengaluru,2016-04-24,39.53,7.26,19.55,15.68,2.09,4.16,47.44,150.0,Moderate
Bengaluru,2016-04-25,37.17,6.77,16.25,13.99,0.71,3.39,47.77,94.0,Satisfactory
Bengaluru,2016-04-26,39.88,7.67,21.35,16.08,0.72,3.74,56.94,85.0,Satisfactory
Bengaluru,2016-04-27,32.59,5.91,22.96,15.81,1.53,5.23,43.48,115.0,Moderate
Bengaluru,2016-04-28,47.42,20.84,22.55,33.44,0.6,5.65,39.29,74.0,Satisfactory
Bengaluru,2016-04-29,48.78,5.64,23.05,16.42,0.67,4.34,47.83,88.0,Satisfactory
Bengaluru,2016-04-30,46.6,9.97,20.19,21.66,0.82,4.12,53.75,86.0,Satisfactory
Bengaluru,2016-05-01,35.86,4.47,23.12,15.99,0.49,4.17,74.38,87.0,Satisfactory
Bengaluru,2016-05-02,39.87,8.72,28.17,18.17,0.62,5.62,68.49,99.0,Satisfactory
Bengaluru,2016-05-03,40.79,6.61,43.48,25.98,0.6,4.37,46.14,80.0,Satisfactory
Bengaluru,2016-05-04,57.96,4.08,32.02,18.21,0.55,4.58,45.77,102.0,Moderate
Bengaluru,2016-05-05,46.0,13.5,34.28,24.08,0.66,7.17,40.96,76.0,Satisfactory
Bengaluru,2016-05-06,23.99,2.85,19.03,11.43,1.15,4.1,95.21,59.0,Satisfactory
Bengaluru,2016-05-07,27.21,26.89,34.02,34.92,0.69,3.15,53.32,67.0,Satisfactory
Bengaluru,2016-05-08,26.43,69.97,75.84,64.74,0.6,2.89,52.09,107.0,Moderate
Bengaluru,2016-05-09,20.46,6.44,26.1,15.86,0.6,3.66,58.13,95.0,Satisfactory
Bengaluru,2016-05-10,32.5,5.74,20.91,14.43,0.99,4.01,50.62,72.0,Satisfactory
Bengaluru,2016-05-11,57.81,4.39,12.56,8.77,0.88,3.11,45.59,91.0,Satisfactory
Bengaluru,2016-05-12,31.19,7.37,14.44,13.47,0.67,3.77,54.95,88.0,Satisfactory
Bengaluru,2016-05-13,34.06,5.54,10.89,8.46,0.72,4.08,70.86,86.0,Satisfactory
Bengaluru,2016-05-14,33.05,22.08,31.46,28.58,0.61,2.78,53.86,78.0,Satisfactory
Bengaluru,2016-05-15,28.39,4.27,11.86,9.25,0.46,2.94,41.46,65.0,Satisfactory
Bengaluru,2016-05-16,27.01,6.67,18.35,15.54,0.91,4.16,22.93,50.0,Good
Bengaluru,2016-05-17,36.67,5.28,21.65,15.22,0.61,3.71,20.18,74.0,Satisfactory
Bengaluru,2016-05-18,27.51,11.01,23.46,20.58,0.47,5.04,20.14,47.0,Good
Bengaluru,2016-05-19,28.47,2.66,5.53,4.62,0.56,4.42,32.59,46.0,Good
Bengaluru,2016-05-20,22.27,2.09,10.54,6.35,0.52,3.81,30.79,48.0,Good
Bengaluru,2016-05-21,42.52,1.96,8.91,5.78,0.42,4.46,29.76,35.0,Good
Bengaluru,2016-05-22,152.94,1.41,9.86,5.87,1.08,3.36,27.96,83.0,Satisfactory
Bengaluru,2016-05-23,28.65,1.84,11.01,6.74,0.78,3.91,32.6,173.0,Moderate
Bengaluru,2016-05-24,25.75,1.55,6.83,4.57,0.42,4.91,31.86,50.0,Good
Bengaluru,2016-05-25,30.97,2.12,8.52,5.85,0.43,5.53,30.46,37.0,Good
Bengaluru,2016-05-26,30.97,1.87,8.02,5.43,0.49,7.0,30.46,33.0,Good
Bengaluru,2016-05-27,30.97,1.78,7.12,4.86,0.43,5.81,30.46,38.0,Good
Bengaluru,2016-05-28,30.97,1.82,7.81,5.28,0.43,4.2,30.46,38.0,Good
Bengaluru,2016-05-29,30.97,1.69,7.3,4.9,0.49,2.55,30.46,27.0,Good
Bengaluru,2016-05-30,35.98,3.03,14.57,9.75,0.76,4.5,30.46,26.0,Good
Bengaluru,2016-05-31,27.6,5.0,25.1,16.73,0.65,4.83,30.46,47.0,Good
Bengaluru,2016-06-01,17.15,4.41,31.6,19.55,0.4,4.74,30.46,49.0,Good
Bengaluru,2016-06-02,17.71,3.79,18.64,12.31,0.43,2.68,30.46,43.0,Good
Bengaluru,2016-06-03,30.97,2.59,10.15,6.67,0.39,1.9,30.46,29.0,Good
Bengaluru,2016-06-04,30.97,2.41,10.81,6.86,0.41,2.15,30.46,30.0,Good
Bengaluru,2016-06-05,30.97,2.18,9.08,5.85,0.36,2.18,30.46,33.0,Good
Bengaluru,2016-06-06,30.97,2.14,8.56,5.56,0.33,1.82,30.46,26.0,Good
Bengaluru,2016-06-07,30.97,2.6,11.68,7.43,0.36,1.69,30.46,23.0,Good
Bengaluru,2016-06-08,30.97,2.25,9.28,5.99,0.34,2.24,30.46,20.0,Good
Bengaluru,2016-06-10,30.97,2.3,10.05,6.41,0.37,2.28,30.46,20.0,Good
Bengaluru,2016-06-11,30.97,2.11,10.14,6.31,0.35,2.17,30.46,20.0,Good
Bengaluru,2016-06-12,30.97,2.01,8.84,5.6,0.34,1.99,30.46,23.0,Good
Bengaluru,2016-06-13,30.97,2.28,9.8,6.27,0.34,2.16,30.46,26.0,Good
Bengaluru,2016-06-14,30.97,2.62,12.82,7.99,0.41,2.02,30.46,23.0,Good
Bengaluru,2016-06-15,30.97,2.47,14.43,8.67,0.4,2.09,30.46,26.0,Good
Bengaluru,2016-06-16,30.97,2.27,10.93,6.81,0.34,2.0,30.46,40.0,Good
Bengaluru,2016-06-17,33.9,5.99,18.94,14.16,0.97,3.39,14.93,28.0,Good
Bengaluru,2016-06-18,31.98,7.93,20.46,17.06,3.8,4.05,9.69,156.0,Moderate
Bengaluru,2016-06-19,26.77,6.42,15.29,10.44,4.02,4.64,11.99,195.0,Moderate
Bengaluru,2016-06-20,27.61,9.28,21.69,16.62,2.12,4.5,10.92,137.0,Moderate
Bengaluru,2016-06-21,28.24,6.57,15.81,14.49,0.47,7.48,30.46,71.0,Satisfactory
Bengaluru,2016-06-22,29.83,5.48,17.61,12.97,0.33,1.79,31.87,77.0,Satisfactory
Bengaluru,2016-06-23,19.0,3.39,16.91,9.84,1.61,1.9,53.33,143.0,Moderate
Bengaluru,2016-06-24,15.04,3.91,17.15,9.58,5.43,1.73,65.62,181.0,Moderate
Bengaluru,2016-06-25,30.97,7.54,27.4,19.43,0.915,4.99,30.46,31.0,Good
Bengaluru,2016-06-27,16.54,9.12,26.15,19.61,3.02,2.1,45.27,33.0,Good
Bengaluru,2016-06-28,27.23,8.54,23.71,21.32,3.63,1.87,38.45,151.0,Moderate
Bengaluru,2016-06-29,115.98,8.59,24.19,19.33,2.48,1.58,39.09,174.0,Moderate
Bengaluru,2016-06-30,13.95,7.33,20.42,16.49,3.55,1.86,39.53,154.0,Moderate
Bengaluru,2016-07-01,25.0,5.42,19.59,17.99,5.62,1.26,44.86,208.0,Poor
Bengaluru,2016-07-02,31.8,3.27,15.96,10.19,6.28,1.1,51.84,192.0,Moderate
Bengaluru,2016-07-03,17.36,10.96,20.82,16.04,7.87,1.54,42.29,238.0,Poor
Bengaluru,2016-07-04,19.4,12.8,23.11,19.0,4.04,1.86,33.37,160.0,Moderate
Bengaluru,2016-07-05,18.36,10.01,19.9,17.76,2.27,2.18,35.67,83.0,Satisfactory
Bengaluru,2016-07-06,17.26,6.0,13.18,13.25,0.42,1.77,30.46,56.0,Satisfactory
Bengaluru,2016-07-07,15.02,3.18,13.05,11.82,1.28,2.96,30.46,141.0,Moderate
Bengaluru,2016-07-08,30.97,8.12,18.6,16.82,0.57,5.22,30.46,43.0,Good
Bengaluru,2016-07-09,30.97,7.27,15.69,14.37,0.46,4.04,30.46,65.0,Satisfactory
Bengaluru,2016-07-10,8.98,3.12,8.98,9.0,0.38,2.23,30.46,30.0,Good
Bengaluru,2016-07-11,30.97,3.64,13.36,10.15,0.53,3.13,30.46,40.0,Good
Bengaluru,2016-07-12,30.97,3.17,11.15,8.45,1.51,3.46,30.46,54.0,Satisfactory
Bengaluru,2016-07-13,30.97,3.27,7.84,5.83,0.55,1.94,30.46,41.0,Good
Bengaluru,2016-07-14,30.97,6.23,14.43,11.43,0.61,2.89,30.46,42.0,Good
Bengaluru,2016-07-15,30.97,9.54,23.36,17.74,1.48,2.96,30.46,54.0,Satisfactory
Bengaluru,2016-07-16,30.97,13.06,33.33,25.12,0.69,2.8,30.46,61.0,Satisfactory
Bengaluru,2016-07-17,30.97,10.92,20.74,17.38,0.74,1.84,30.46,70.0,Satisfactory
Bengaluru,2016-07-18,218.17,5.39,10.49,8.64,2.63,3.62,30.46,62.0,Satisfactory
Bengaluru,2016-07-19,55.51,4.49,10.06,10.14,5.8,2.87,30.46,308.0,Very Poor
Bengaluru,2016-07-23,30.97,11.65,20.88,17.82,0.51,2.31,30.46,82.0,Satisfactory
Bengaluru,2016-07-27,22.79,6.29,3.0,7.66,0.915,4.7,30.46,36.0,Good
Bengaluru,2016-07-28,17.0,10.12,10.29,12.98,0.91,1.58,30.46,36.0,Good
Bengaluru,2016-07-29,22.19,11.37,16.14,15.42,0.53,1.06,30.46,55.0,Satisfactory
Bengaluru,2016-07-30,8.74,9.58,10.3,11.75,0.47,1.28,30.46,58.0,Satisfactory
Bengaluru,2016-07-31,18.9,24.37,30.71,28.43,0.83,1.86,30.46,37.0,Good
Bengaluru,2016-08-01,17.54,39.37,30.36,20.54,0.58,2.44,30.46,72.0,Satisfactory
Bengaluru,2016-08-02,20.06,6.15,9.27,10.25,0.69,1.53,30.46,33.0,Good
Bengaluru,2016-08-03,19.91,8.17,18.42,14.77,0.63,1.63,30.46,53.0,Satisfactory
Bengaluru,2016-08-04,14.66,6.68,17.36,13.59,0.45,1.52,30.46,64.0,Satisfactory
Bengaluru,2016-08-12,25.09,5.21,8.97,6.48,45.96,1.24,16.55,46.0,Good
Bengaluru,2016-08-13,21.94,5.07,8.83,7.15,47.93,1.37,18.87,37.0,Good
Bengaluru,2016-08-14,21.57,5.63,14.87,7.1,3.59,1.75,19.82,38.0,Good
Bengaluru,2016-08-15,14.38,4.9,12.56,6.76,3.34,2.31,21.54,49.0,Good
Bengaluru,2016-08-16,101.09,5.23,12.41,7.33,0.56,3.03,20.49,71.0,Satisfactory
Bengaluru,2016-08-17,33.05,6.58,16.2,5.75,1.59,2.63,20.28,229.0,Poor
Bengaluru,2016-08-18,39.14,4.93,15.46,4.7,0.52,2.72,21.74,68.0,Satisfactory
Bengaluru,2016-08-19,41.43,5.95,18.34,1.75,0.47,2.87,26.26,64.0,Satisfactory
Bengaluru,2016-08-20,100.39,5.88,21.01,1.98,0.49,3.66,26.14,62.0,Satisfactory
Bengaluru,2016-08-21,56.45,4.82,17.24,3.35,0.41,2.72,28.1,66.0,Satisfactory
Bengaluru,2016-08-22,35.4,4.85,15.82,2.91,0.22,2.88,22.79,45.0,Good
Bengaluru,2016-08-23,43.43,4.74,16.31,3.97,0.38,3.06,25.25,66.0,Satisfactory
Bengaluru,2016-08-24,34.99,4.35,17.43,2.31,0.41,3.13,23.74,71.0,Satisfactory
Bengaluru,2016-08-25,15.02,3.54,18.74,0.59,0.59,4.94,26.6,75.0,Satisfactory
Bengaluru,2016-08-26,29.31,4.63,23.2,0.47,0.39,3.39,25.06,62.0,Satisfactory
Bengaluru,2016-08-27,19.65,4.85,22.46,2.32,0.55,3.66,25.17,77.0,Satisfactory
Bengaluru,2016-08-28,6.82,49.24,42.15,2.75,0.31,4.72,34.16,48.0,Good
Bengaluru,2016-08-29,27.16,4.61,20.93,4.15,0.77,4.62,28.48,47.0,Good
Bengaluru,2016-08-30,27.9,5.05,20.47,5.14,0.38,3.08,21.22,57.0,Satisfactory
Bengaluru,2016-08-31,35.17,3.61,19.08,2.06,0.42,3.7,20.34,49.0,Good
Bengaluru,2016-09-01,37.57,4.82,22.32,2.61,0.48,3.72,21.4,57.0,Satisfactory
Bengaluru,2016-09-02,23.25,4.13,21.96,0.67,0.48,4.45,22.36,74.0,Satisfactory
Bengaluru,2016-09-03,31.08,4.38,19.42,4.38,0.51,2.9,24.83,68.0,Satisfactory
Bengaluru,2016-09-04,37.35,3.16,20.08,1.91,0.38,2.33,22.29,71.0,Satisfactory
Bengaluru,2016-09-05,22.49,2.72,25.1,1.07,0.3,2.78,23.62,55.0,Satisfactory
Bengaluru,2016-09-06,37.14,4.29,32.8,2.76,0.43,2.93,22.96,59.0,Satisfactory
Bengaluru,2016-09-07,28.89,3.55,40.9,4.13,0.53,2.85,24.81,60.0,Satisfactory
Bengaluru,2016-09-08,28.25,12.9,59.8,2.51,0.5,2.61,29.82,55.0,Satisfactory
Bengaluru,2016-09-09,30.97,8.49,40.18,0.0,0.4,3.09,22.77,68.0,Satisfactory
Bengaluru,2016-09-10,43.95,4.78,19.99,1.38,0.57,3.55,28.99,84.0,Satisfactory
Bengaluru,2016-09-11,24.72,4.12,21.18,0.0,0.36,3.77,22.02,64.0,Satisfactory
Bengaluru,2016-09-12,30.97,5.69,16.07,0.0,0.36,5.42,31.99,60.0,Satisfactory
Bengaluru,2016-09-13,23.04,5.23,12.98,1.43,0.41,9.3,44.94,60.0,Satisfactory
Bengaluru,2016-09-14,13.59,3.62,21.47,2.35,0.52,2.96,36.66,60.0,Satisfactory
Bengaluru,2016-09-15,11.1,8.1,29.29,18.5,0.97,3.76,39.12,74.0,Satisfactory
Bengaluru,2016-09-16,32.23,10.28,32.53,65.31,0.89,7.68,22.05,66.0,Satisfactory
Bengaluru,2016-09-17,41.01,8.32,25.42,5.5,0.8,4.59,36.26,70.0,Satisfactory
Bengaluru,2016-09-18,30.9,7.57,33.55,0.0,0.51,4.13,16.27,78.0,Satisfactory
Bengaluru,2016-09-19,26.31,4.44,30.0,12.86,0.25,3.38,19.1,58.0,Satisfactory
Bengaluru,2016-09-20,32.98,4.23,26.31,12.71,0.2,4.3,16.09,47.0,Good
Bengaluru,2016-09-21,43.4,4.89,26.08,8.49,0.38,5.07,17.18,40.0,Good
Bengaluru,2016-09-22,32.46,4.99,23.58,11.01,0.52,4.53,22.04,58.0,Satisfactory
Bengaluru,2016-09-23,26.6,6.32,21.48,8.74,0.46,5.37,16.37,76.0,Satisfactory
Bengaluru,2016-09-24,39.41,7.88,29.0,10.48,0.52,3.87,10.98,102.0,Moderate
Bengaluru,2016-09-25,10.22,5.23,33.14,0.0,0.43,4.44,10.45,84.0,Satisfactory
Bengaluru,2016-09-26,16.88,4.73,33.42,2.93,0.71,4.02,13.28,90.0,Satisfactory
